,allow_forking,commit_count,contributor_count,created_at,forks,github_pages,license,name,open_issues,size,star_count,topics_count,total_issue_count,updated_at,url,watchers_count
0,1.0,738,86,2019-10-25T02:23:45Z,877.0,1.0,Other,facebookresearch/pytorch3d,76.0,43433.0,5940.0,0.0,1015.0,2022-05-09T12:15:01Z,https://github.com/facebookresearch/pytorch3d,5940.0
1,1.0,125,19,2017-10-07T07:40:37Z,1880.0,0.0,Apache License 2.0,shenweichen/DeepCTR,131.0,7374.0,6031.0,20.0,317.0,2022-05-09T13:49:18Z,https://github.com/shenweichen/DeepCTR,6031.0
2,1.0,215,46,2015-09-02T09:42:31Z,786.0,0.0,Not Found,rossant/awesome-math,7.0,803.0,5911.0,5.0,17.0,2022-05-09T01:24:59Z,https://github.com/rossant/awesome-math,5911.0
3,1.0,1051,146,2011-12-02T10:46:20Z,871.0,0.0,MIT License,burnash/gspread,51.0,2350.0,5903.0,6.0,714.0,2022-05-08T17:24:16Z,https://github.com/burnash/gspread,5903.0
4,1.0,199,27,2014-06-06T08:18:56Z,1303.0,0.0,MIT License,fmfn/BayesianOptimization,31.0,23290.0,5955.0,5.0,234.0,2022-05-09T15:49:15Z,https://github.com/fmfn/BayesianOptimization,5955.0
5,1.0,2241,66,2019-04-05T17:42:41Z,858.0,1.0,MIT License,microsoft/nlp-recipes,63.0,48727.0,5902.0,17.0,208.0,2022-05-08T22:14:31Z,https://github.com/microsoft/nlp-recipes,5902.0
6,1.0,719,25,2017-07-27T13:58:27Z,3283.0,0.0,Apache License 2.0,shadowsocksr-backup/shadowsocksr,53.0,1744.0,5868.0,0.0,58.0,2022-05-06T12:44:38Z,https://github.com/shadowsocksr-backup/shadowsocksr,5868.0
7,1.0,359,87,2015-08-05T11:58:14Z,1738.0,0.0,Not Found,rushter/data-science-blogs,8.0,348.0,5869.0,2.0,7.0,2022-05-07T08:18:49Z,https://github.com/rushter/data-science-blogs,5869.0
8,1.0,11981,276,2013-03-10T13:51:19Z,503.0,0.0,Other,HypothesisWorks/hypothesis,56.0,33168.0,5880.0,4.0,1251.0,2022-05-09T18:21:24Z,https://github.com/HypothesisWorks/hypothesis,5880.0
9,1.0,11318,218,2015-08-06T21:46:55Z,914.0,0.0,"BSD 2-Clause ""Simplified"" License",angr/angr,698.0,50570.0,5855.0,4.0,1499.0,2022-05-09T13:56:54Z,https://github.com/angr/angr,5855.0
10,1.0,35,11,2019-06-19T08:16:46Z,1155.0,0.0,Apache License 2.0,zihangdai/xlnet,186.0,2990.0,5874.0,3.0,256.0,2022-05-09T16:10:37Z,https://github.com/zihangdai/xlnet,5874.0
11,1.0,263,18,2018-05-16T20:02:54Z,1451.0,0.0,GNU Affero General Public License v3.0,yzhao062/anomaly-detection-resources,9.0,659.0,5857.0,13.0,18.0,2022-05-09T12:31:32Z,https://github.com/yzhao062/anomaly-detection-resources,5857.0
12,1.0,89,5,2020-04-08T15:31:45Z,917.0,0.0,Other,vt-vl-lab/3d-photo-inpainting,57.0,133262.0,5904.0,2.0,143.0,2022-05-09T16:04:12Z,https://github.com/vt-vl-lab/3d-photo-inpainting,5904.0
13,1.0,6746,943,2013-02-18T21:10:59Z,1647.0,0.0,Apache License 2.0,spulec/moto,101.0,24655.0,5845.0,4.0,2046.0,2022-05-09T17:54:42Z,https://github.com/spulec/moto,5845.0
14,1.0,5815,63,2014-05-09T09:38:42Z,680.0,0.0,Apache License 2.0,platformio/platformio-core,139.0,38090.0,5842.0,20.0,0.0,2022-05-09T11:06:24Z,https://github.com/platformio/platformio-core,5842.0
15,1.0,114,3,2018-02-23T06:31:20Z,3200.0,0.0,Not Found,princewen/tensorflow_practice,46.0,115237.0,5911.0,0.0,0.0,2022-05-09T14:46:06Z,https://github.com/princewen/tensorflow_practice,5911.0
16,1.0,5601,293,2015-12-01T13:17:02Z,741.0,0.0,MIT License,conan-io/conan,2064.0,21290.0,5845.0,7.0,0.0,2022-05-09T12:19:46Z,https://github.com/conan-io/conan,5845.0
17,1.0,1708,91,2019-06-12T19:33:15Z,464.0,1.0,MIT License,facebookresearch/hydra,134.0,223696.0,5841.0,0.0,0.0,2022-05-09T18:17:14Z,https://github.com/facebookresearch/hydra,5841.0
18,1.0,780,50,2015-08-14T14:11:55Z,1276.0,0.0,"BSD 2-Clause ""Simplified"" License",byt3bl33d3r/CrackMapExec,74.0,7048.0,5867.0,6.0,0.0,2022-05-09T16:50:22Z,https://github.com/byt3bl33d3r/CrackMapExec,5867.0
19,1.0,1701,162,2012-09-10T08:50:26Z,514.0,0.0,"BSD 3-Clause ""New"" or ""Revised"" License",jazzband/pip-tools,150.0,3108.0,5866.0,9.0,0.0,2022-05-09T16:26:13Z,https://github.com/jazzband/pip-tools,5866.0
