,allow_forking,commit_count,contributor_count,created_at,forks,github_pages,license,name,open_issues,size,star_count,topics_count,total_issue_count,updated_at,url,watchers_count
0,1.0,322,92,2015-08-03T00:20:15Z,368.0,0.0,Not Found,danluu/post-mortems,9.0,421.0,9483.0,3.0,0.0,2022-05-26T08:50:48Z,https://github.com/danluu/post-mortems,9483.0
1,1.0,3512,136,2011-09-08T16:52:50Z,3559.0,0.0,Apache License 2.0,pockethub/PocketHub,127.0,11945.0,9435.0,0.0,658.0,2022-05-25T10:07:58Z,https://github.com/pockethub/PocketHub,9435.0
2,1.0,2934,167,2012-06-18T18:41:19Z,1594.0,0.0,"BSD 3-Clause ""New"" or ""Revised"" License",mwaskom/seaborn,111.0,53087.0,9451.0,5.0,0.0,2022-05-26T01:20:58Z,https://github.com/mwaskom/seaborn,9451.0
3,1.0,184,28,2015-12-22T18:05:53Z,1446.0,0.0,Apache License 2.0,googlesamples/easypermissions,23.0,635.0,9467.0,3.0,0.0,2022-05-26T06:50:12Z,https://github.com/googlesamples/easypermissions,9467.0
4,1.0,997,34,2017-04-30T11:32:21Z,3267.0,1.0,MIT License,jindongwang/transferlearning,1.0,36753.0,9447.0,20.0,0.0,2022-05-26T08:48:16Z,https://github.com/jindongwang/transferlearning,9447.0
5,1.0,15,3,2018-02-05T02:51:53Z,2242.0,0.0,MIT License,pwxcoo/chinese-xinhua,27.0,36271.0,9437.0,12.0,0.0,2022-05-26T08:24:22Z,https://github.com/pwxcoo/chinese-xinhua,9437.0
6,1.0,16287,375,2017-08-15T06:33:52Z,2014.0,0.0,MIT License,vuestorefront/vue-storefront,108.0,89146.0,9425.0,19.0,2561.0,2022-05-26T06:55:35Z,https://github.com/vuestorefront/vue-storefront,9425.0
7,1.0,40,19,2015-08-31T13:11:57Z,358.0,0.0,Not Found,erikras/ducks-modular-redux,37.0,494.0,9425.0,0.0,0.0,2022-05-25T10:55:50Z,https://github.com/erikras/ducks-modular-redux,9425.0
8,1.0,395,34,2014-02-07T18:15:18Z,769.0,0.0,MIT License,sindresorhus/pageres,23.0,8971.0,9417.0,0.0,333.0,2022-05-26T08:56:22Z,https://github.com/sindresorhus/pageres,9417.0
9,1.0,1889,157,2014-06-05T00:29:53Z,895.0,1.0,Apache License 2.0,Quick/Quick,34.0,2814.0,9442.0,7.0,480.0,2022-05-25T06:15:12Z,https://github.com/Quick/Quick,9442.0
10,1.0,14,7,2016-07-19T01:15:34Z,369.0,0.0,Not Found,acdlite/react-fiber-architecture,28.0,11.0,9425.0,0.0,15.0,2022-05-26T02:32:28Z,https://github.com/acdlite/react-fiber-architecture,9425.0
