,allow_forking,commit_count,contributor_count,created_at,forks,github_pages,license,name,open_issues,size,star_count,topics_count,total_issue_count,updated_at,url,watchers_count
0,1.0,38,9,2018-05-27T13:43:12Z,1701.0,0.0,MIT License,wangshub/Douyin-Bot,54.0,40700.0,7819.0,0.0,94.0,2022-05-25T21:20:47Z,https://github.com/wangshub/Douyin-Bot,7819.0
1,1.0,4832,305,2010-07-28T02:32:56Z,1619.0,1.0,MIT License,mediaelement/mediaelement,172.0,69784.0,7844.0,11.0,2190.0,2022-05-26T04:43:15Z,https://github.com/mediaelement/mediaelement,7844.0
2,1.0,21693,997,2017-02-03T19:34:19Z,2950.0,1.0,Other,WordPress/gutenberg,5013.0,607724.0,7817.0,3.0,19301.0,2022-05-26T06:21:17Z,https://github.com/WordPress/gutenberg,7817.0
3,1.0,244,45,2020-03-03T11:37:19Z,1253.0,0.0,Not Found,visenger/awesome-mlops,6.0,910.0,7960.0,9.0,12.0,2022-05-26T08:58:32Z,https://github.com/visenger/awesome-mlops,7960.0
4,1.0,1359,96,2015-07-17T08:15:16Z,1608.0,0.0,Other,coturn/coturn,354.0,3904.0,7821.0,0.0,747.0,2022-05-25T20:59:26Z,https://github.com/coturn/coturn,7821.0
5,1.0,2898,169,2015-05-04T06:06:45Z,969.0,0.0,GNU Affero General Public License v3.0,hackmdio/codimd,316.0,26439.0,7887.0,6.0,1012.0,2022-05-26T07:50:21Z,https://github.com/hackmdio/codimd,7887.0
6,1.0,29,5,2015-05-28T22:54:34Z,1864.0,0.0,Apache License 2.0,chrisbanes/cheesesquare,19.0,1344.0,7807.0,0.0,0.0,2022-05-25T18:16:58Z,https://github.com/chrisbanes/cheesesquare,7807.0
7,1.0,3097,179,2019-10-21T13:56:50Z,841.0,0.0,MIT License,github/super-linter,28.0,22634.0,7898.0,5.0,709.0,2022-05-26T09:44:03Z,https://github.com/github/super-linter,7898.0
8,1.0,317,17,2019-12-24T12:24:11Z,303.0,0.0,MIT License,tiangolo/typer,176.0,591.0,7810.0,8.0,245.0,2022-05-26T08:14:30Z,https://github.com/tiangolo/typer,7810.0
9,1.0,216,26,2020-05-24T19:50:08Z,4522.0,1.0,Creative Commons Attribution Share Alike 4.0 International,dabeaz-course/practical-python,23.0,443.0,7835.0,0.0,71.0,2022-05-25T16:53:12Z,https://github.com/dabeaz-course/practical-python,7835.0
10,1.0,1607,230,2018-03-03T21:21:53Z,700.0,0.0,MIT License,reduxjs/redux-toolkit,204.0,12980.0,7817.0,0.0,1299.0,2022-05-26T09:29:58Z,https://github.com/reduxjs/redux-toolkit,7817.0
11,1.0,955,39,2014-02-19T07:48:10Z,1802.0,1.0,MIT License,fengyuanchen/cropper,0.0,6118.0,7807.0,5.0,992.0,2022-05-24T21:19:12Z,https://github.com/fengyuanchen/cropper,7807.0
12,1.0,1186,37,2013-01-11T15:19:07Z,1407.0,0.0,"BSD 3-Clause ""New"" or ""Revised"" License",ideawu/ssdb,387.0,4288.0,7831.0,5.0,1054.0,2022-05-26T08:38:13Z,https://github.com/ideawu/ssdb,7831.0
13,1.0,6596,352,2015-12-21T09:59:29Z,779.0,0.0,Other,amethyst/amethyst,0.0,59298.0,7804.0,5.0,1027.0,2022-05-25T17:27:43Z,https://github.com/amethyst/amethyst,7804.0
14,1.0,11135,625,2010-05-05T12:53:45Z,2283.0,0.0,Other,assimp/assimp,610.0,194990.0,7826.0,18.0,2312.0,2022-05-26T04:41:57Z,https://github.com/assimp/assimp,7826.0
15,1.0,565,107,2016-04-20T21:58:23Z,502.0,1.0,MIT License,redux-observable/redux-observable,80.0,7283.0,7799.0,0.0,297.0,2022-05-24T19:51:00Z,https://github.com/redux-observable/redux-observable,7799.0
16,1.0,171983,605,2014-09-26T09:31:03Z,3029.0,0.0,Other,mysql/mysql-server,4.0,3901154.0,7818.0,0.0,0.0,2022-05-26T04:28:44Z,https://github.com/mysql/mysql-server,7818.0
17,1.0,121,18,2013-11-25T09:16:40Z,810.0,0.0,Apache License 2.0,JakeWharton/hugo,60.0,201.0,7809.0,0.0,118.0,2022-05-25T18:15:39Z,https://github.com/JakeWharton/hugo,7809.0
18,1.0,2948,492,2014-12-15T23:44:14Z,2478.0,0.0,MIT License,jsx-eslint/eslint-plugin-react,266.0,6987.0,7797.0,6.0,2147.0,2022-05-26T09:42:29Z,https://github.com/jsx-eslint/eslint-plugin-react,7797.0
19,1.0,890,114,2013-10-01T04:06:09Z,1358.0,1.0,MIT License,kelseyhightower/confd,157.0,12122.0,7795.0,0.0,545.0,2022-05-26T06:36:11Z,https://github.com/kelseyhightower/confd,7795.0
20,1.0,89,26,2018-01-31T13:56:02Z,313.0,0.0,MIT License,jamiebuilds/unstated,18.0,448.0,7788.0,3.0,0.0,2022-05-26T08:19:39Z,https://github.com/jamiebuilds/unstated,7788.0
21,1.0,605,18,2020-04-14T08:54:33Z,2028.0,1.0,Apache License 2.0,fuzhengwei/CodeGuide,18.0,387985.0,7807.0,12.0,277.0,2022-05-26T09:43:11Z,https://github.com/fuzhengwei/CodeGuide,7807.0
22,1.0,370,32,2013-01-18T05:07:02Z,5835.0,1.0,Apache License 2.0,thinkgem/jeesite,208.0,65907.0,7785.0,0.0,389.0,2022-05-26T05:29:03Z,https://github.com/thinkgem/jeesite,7785.0
23,1.0,1092,129,2019-08-27T01:31:18Z,1114.0,1.0,Other,microsoft/STL,464.0,14239.0,7786.0,0.0,1244.0,2022-05-26T08:09:10Z,https://github.com/microsoft/STL,7786.0
24,1.0,6612,63,2017-06-29T20:30:48Z,213.0,0.0,Apache License 2.0,edgedb/edgedb,233.0,33012.0,7782.0,9.0,1100.0,2022-05-25T19:15:02Z,https://github.com/edgedb/edgedb,7782.0
25,1.0,826,66,2015-05-11T00:57:26Z,888.0,1.0,Apache License 2.0,docker/docker-bench-security,9.0,4221.0,7787.0,0.0,177.0,2022-05-25T23:56:25Z,https://github.com/docker/docker-bench-security,7787.0
26,1.0,221,27,2014-06-25T04:48:55Z,800.0,0.0,MIT License,lexrus/LTMorphingLabel,25.0,1640.0,7792.0,0.0,113.0,2022-05-25T13:11:24Z,https://github.com/lexrus/LTMorphingLabel,7792.0
