,allow_forking,commit_count,contributor_count,created_at,forks,github_pages,license,name,open_issues,size,star_count,topics_count,total_issue_count,updated_at,url,watchers_count
0,1.0,1404,173,2015-06-03T09:21:01Z,1074.0,1.0,Apache License 2.0,resilience4j/resilience4j,160.0,7802.0,8005.0,6.0,952.0,2022-05-26T07:58:27Z,https://github.com/resilience4j/resilience4j,8005.0
1,1.0,5031,77,2019-03-12T03:38:46Z,468.0,0.0,Other,microsoft/pyright,7.0,35259.0,7994.0,0.0,2839.0,2022-05-25T14:42:20Z,https://github.com/microsoft/pyright,7994.0
2,1.0,3936,345,2018-04-08T12:01:34Z,1281.0,0.0,GNU General Public License v3.0,Koenkk/zigbee2mqtt,210.0,104408.0,7992.0,0.0,7850.0,2022-05-26T01:19:14Z,https://github.com/Koenkk/zigbee2mqtt,7992.0
3,1.0,438,34,2015-07-07T19:45:38Z,117.0,0.0,MIT License,paragonie/random_compat,4.0,968.0,7990.0,12.0,85.0,2022-05-25T23:00:51Z,https://github.com/paragonie/random_compat,7990.0
4,1.0,323,19,2016-11-16T14:20:24Z,857.0,0.0,Apache License 2.0,amitshekhariitbhu/Android-Debug-Database,81.0,1636.0,7996.0,14.0,161.0,2022-05-26T08:55:59Z,https://github.com/amitshekhariitbhu/Android-Debug-Database,7996.0
5,1.0,16326,136,2014-06-28T07:37:32Z,861.0,0.0,Other,firefly-iii/firefly-iii,62.0,218533.0,7989.0,19.0,4512.0,2022-05-25T23:11:42Z,https://github.com/firefly-iii/firefly-iii,7989.0
6,1.0,2111,88,2013-04-30T15:57:40Z,1953.0,0.0,Not Found,maurosoria/dirsearch,41.0,21448.0,8007.0,18.0,409.0,2022-05-26T06:23:59Z,https://github.com/maurosoria/dirsearch,8007.0
7,1.0,48,15,2020-12-16T11:24:42Z,1131.0,0.0,MIT License,openai/CLIP,64.0,9133.0,8008.0,0.0,215.0,2022-05-26T09:23:44Z,https://github.com/openai/CLIP,8008.0
8,1.0,155,19,2015-02-02T01:05:43Z,1235.0,1.0,MIT License,Mango/slideout,74.0,5976.0,7985.0,5.0,231.0,2022-05-26T07:09:27Z,https://github.com/Mango/slideout,7985.0
9,1.0,1099,105,2017-01-25T13:19:29Z,695.0,0.0,MIT License,graphql/graphql-playground,390.0,7304.0,7989.0,5.0,851.0,2022-05-26T08:23:36Z,https://github.com/graphql/graphql-playground,7989.0
10,1.0,267,12,2013-07-04T14:01:35Z,1902.0,0.0,GNU General Public License v3.0,happyfish100/fastdfs,449.0,7260.0,8025.0,3.0,534.0,2022-05-25T17:15:18Z,https://github.com/happyfish100/fastdfs,8025.0
11,1.0,1133,76,2015-03-23T02:54:14Z,784.0,1.0,"BSD 2-Clause ""Simplified"" License",electron/electron-packager,35.0,1786.0,7983.0,4.0,849.0,2022-05-26T08:46:04Z,https://github.com/electron/electron-packager,7983.0
12,1.0,66,12,2021-07-27T00:23:44Z,2164.0,0.0,MIT License,smartcontractkit/full-blockchain-solidity-course-py,166.0,171.0,7987.0,7.0,399.0,2022-05-26T08:08:51Z,https://github.com/smartcontractkit/full-blockchain-solidity-course-py,7987.0
13,1.0,2498,61,2018-12-21T06:00:48Z,1631.0,0.0,Apache License 2.0,PaddlePaddle/PaddleHub,436.0,210682.0,7980.0,8.0,1071.0,2022-05-26T08:31:47Z,https://github.com/PaddlePaddle/PaddleHub,7980.0
14,1.0,1363,77,2014-03-17T00:02:59Z,1141.0,1.0,Apache License 2.0,square/okio,65.0,6465.0,7988.0,2.0,378.0,2022-05-26T00:32:00Z,https://github.com/square/okio,7988.0
15,1.0,432,11,2016-03-19T02:53:31Z,1955.0,0.0,Not Found,draveness/analyze,11.0,103436.0,7969.0,6.0,0.0,2022-05-24T07:43:13Z,https://github.com/draveness/analyze,7969.0
16,1.0,347,33,2011-09-03T22:54:51Z,994.0,0.0,GNU General Public License v2.0,rofl0r/proxychains-ng,105.0,692.0,7964.0,7.0,382.0,2022-05-26T09:15:53Z,https://github.com/rofl0r/proxychains-ng,7964.0
17,1.0,328,52,2017-08-12T15:20:54Z,1640.0,0.0,Not Found,timzhang642/3D-Machine-Learning,18.0,24852.0,7966.0,10.0,28.0,2022-05-26T06:35:30Z,https://github.com/timzhang642/3D-Machine-Learning,7966.0
18,1.0,1035,129,2011-02-22T18:03:01Z,55.0,0.0,MIT License,symfony/finder,0.0,1140.0,7963.0,7.0,0.0,2022-05-25T23:00:40Z,https://github.com/symfony/finder,7963.0
19,1.0,837,152,2013-04-04T03:53:57Z,902.0,0.0,MIT License,mgonto/restangular,258.0,2067.0,7962.0,0.0,1223.0,2022-05-24T19:59:47Z,https://github.com/mgonto/restangular,7962.0
20,1.0,2412,43,2015-04-22T17:33:16Z,821.0,0.0,Other,alicevision/meshroom,269.0,4597.0,7963.0,10.0,1301.0,2022-05-26T06:52:23Z,https://github.com/alicevision/meshroom,7963.0
21,1.0,9872,318,2009-07-31T19:36:58Z,1801.0,0.0,Other,VowpalWabbit/vowpal_wabbit,136.0,145176.0,7961.0,8.0,1175.0,2022-05-25T08:29:14Z,https://github.com/VowpalWabbit/vowpal_wabbit,7961.0
22,1.0,421,30,2015-10-11T11:48:06Z,1444.0,0.0,Apache License 2.0,shwenzhang/AndResGuard,149.0,8338.0,7970.0,0.0,456.0,2022-05-25T02:05:05Z,https://github.com/shwenzhang/AndResGuard,7970.0
23,1.0,2332,48,2016-12-02T21:24:40Z,1177.0,0.0,Apache License 2.0,kickstarter/ios-oss,2.0,2913752.0,7962.0,9.0,93.0,2022-05-26T08:07:01Z,https://github.com/kickstarter/ios-oss,7962.0
24,1.0,2028,288,2009-12-28T14:23:48Z,1309.0,1.0,MIT License,heartcombo/simple_form,25.0,2710.0,7959.0,5.0,1188.0,2022-05-25T16:24:19Z,https://github.com/heartcombo/simple_form,7959.0
