,allow_forking,commit_count,created_at,forks,github_pages,license,name,open_issues,size,star_count,topics_count,total_issue_count,updated_at,url,watchers_count,contributor_count
22,1.0,5,2015-05-23T07:34:52Z,9.0,0.0,Not Found,fossasia/knitpat,5.0,127.0,1504.0,0.0,0.0,2022-05-09T06:20:52Z,https://github.com/fossasia/knitpat,1504.0,3
23,1.0,25,2017-08-31T06:21:42Z,725.0,0.0,Not Found,AITTSMD/MTCNN-Tensorflow,126.0,125859.0,1495.0,1.0,300.0,2022-05-05T13:08:14Z,https://github.com/AITTSMD/MTCNN-Tensorflow,1495.0,5
24,1.0,275,2012-02-03T09:10:42Z,110.0,0.0,MIT License,erikrose/parsimonious,51.0,474.0,1494.0,0.0,143.0,2022-05-07T05:08:04Z,https://github.com/erikrose/parsimonious,1494.0,30
25,1.0,919,2020-01-09T12:38:13Z,240.0,0.0,Other,python-restx/flask-restx,230.0,1715.0,1531.0,9.0,313.0,2022-05-08T15:53:21Z,https://github.com/python-restx/flask-restx,1531.0,132
26,1.0,160,2016-02-02T05:49:04Z,29.0,0.0,MIT License,fossasia/open-event-scraper,3.0,870.0,1503.0,0.0,7.0,2022-05-09T06:20:56Z,https://github.com/fossasia/open-event-scraper,1503.0,9
27,1.0,1878,2020-06-27T01:11:33Z,229.0,0.0,MIT License,benedekrozemberczki/pytorch_geometric_temporal,8.0,13755.0,1524.0,19.0,104.0,2022-05-08T18:35:11Z,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,1524.0,21
28,1.0,480,2017-03-11T14:46:24Z,167.0,0.0,Not Found,onejgordon/flow-dashboard,41.0,8493.0,1508.0,12.0,124.0,2022-05-09T08:23:39Z,https://github.com/onejgordon/flow-dashboard,1508.0,4
29,1.0,202,2020-07-25T09:33:29Z,184.0,0.0,Mozilla Public License 2.0,HaujetZhao/QuickCut,27.0,5721.0,1501.0,0.0,51.0,2022-05-09T09:30:00Z,https://github.com/HaujetZhao/QuickCut,1501.0,5
30,1.0,262,2018-07-17T00:21:08Z,344.0,0.0,"BSD 3-Clause ""New"" or ""Revised"" License",RhinoSecurityLabs/cloudgoat,19.0,14111.0,1526.0,0.0,56.0,2022-05-09T10:40:04Z,https://github.com/RhinoSecurityLabs/cloudgoat,1526.0,26
31,1.0,3985,2020-08-12T20:36:46Z,362.0,0.0,GNU General Public License v3.0,jstrieb/github-stats,15.0,1545.0,1490.0,16.0,43.0,2022-05-08T20:48:31Z,https://github.com/jstrieb/github-stats,1490.0,9
32,1.0,25,2020-02-28T00:42:08Z,121.0,0.0,Not Found,popey/sosumi-snap,28.0,4757.0,1498.0,0.0,37.0,2022-05-08T21:47:03Z,https://github.com/popey/sosumi-snap,1498.0,4
33,1.0,36,2019-04-23T18:02:06Z,236.0,1.0,Other,NVlabs/FUNIT,32.0,98318.0,1497.0,0.0,46.0,2022-05-09T07:22:03Z,https://github.com/NVlabs/FUNIT,1497.0,4
34,1.0,5890,2014-03-03T17:12:09Z,975.0,0.0,Apache License 2.0,ceph/ceph-ansible,14.0,12576.0,1490.0,3.0,1332.0,2022-05-03T02:40:55Z,https://github.com/ceph/ceph-ansible,1490.0,305
35,1.0,18,2021-04-27T17:05:53Z,70.0,1.0,"BSD 2-Clause ""Simplified"" License",linkedin/greykite,9.0,122047.0,1505.0,0.0,60.0,2022-05-09T11:06:59Z,https://github.com/linkedin/greykite,1505.0,7
36,1.0,10,2018-07-12T15:04:44Z,464.0,0.0,GNU General Public License v3.0,HatBoy/Struts2-Scan,23.0,75053.0,1518.0,0.0,25.0,2022-05-09T02:08:06Z,https://github.com/HatBoy/Struts2-Scan,1518.0,3
37,1.0,3022,2012-02-08T01:54:21Z,260.0,0.0,Other,circus-tent/circus,151.0,7007.0,1490.0,0.0,611.0,2022-05-04T12:55:02Z,https://github.com/circus-tent/circus,1490.0,173
