,allow_forking,commit_count,contributor_count,created_at,forks,github_pages,license,name,open_issues,size,star_count,topics_count,total_issue_count,updated_at,url,watchers_count
0,1.0,126,14,2015-07-05T15:36:29Z,294.0,0.0,GNU General Public License v2.0,graphific/DeepDreamVideo,14.0,42350.0,2100.0,0.0,49.0,2022-05-09T01:52:55Z,https://github.com/graphific/DeepDreamVideo,2100.0
1,1.0,1623,49,2020-12-22T14:37:54Z,267.0,0.0,Apache License 2.0,EleutherAI/gpt-neox,52.0,62339.0,2097.0,4.0,181.0,2022-05-09T18:31:40Z,https://github.com/EleutherAI/gpt-neox,2097.0
2,1.0,440,7,2020-04-21T16:47:22Z,40.0,1.0,GNU Lesser General Public License v3.0,trailofbits/graphtage,17.0,8436.0,2103.0,8.0,25.0,2022-05-09T18:56:26Z,https://github.com/trailofbits/graphtage,2103.0
3,1.0,4,3,2018-06-09T01:43:02Z,607.0,0.0,MIT License,sweetice/Deep-reinforcement-learning-with-pytorch,23.0,44133.0,2157.0,18.0,28.0,2022-05-09T12:17:47Z,https://github.com/sweetice/Deep-reinforcement-learning-with-pytorch,2157.0
4,1.0,18,4,2016-05-17T11:17:46Z,130.0,0.0,Not Found,joshnewlan/say_what,4.0,43.0,2089.0,0.0,2.0,2022-01-24T15:28:52Z,https://github.com/joshnewlan/say_what,2089.0
5,1.0,359,13,2019-01-13T02:32:55Z,191.0,0.0,MIT License,BayesWitnesses/m2cgen,24.0,1255.0,2088.0,19.0,87.0,2022-05-09T18:25:22Z,https://github.com/BayesWitnesses/m2cgen,2088.0
6,1.0,152,19,2019-03-10T11:58:29Z,136.0,1.0,"BSD 3-Clause ""New"" or ""Revised"" License",nalepae/pandarallel,76.0,1341.0,2158.0,3.0,155.0,2022-05-09T17:53:10Z,https://github.com/nalepae/pandarallel,2158.0
7,1.0,461,50,2012-11-28T20:27:39Z,177.0,0.0,Other,gawel/pyquery,47.0,433.0,2095.0,5.0,172.0,2022-05-07T17:13:45Z,https://github.com/gawel/pyquery,2095.0
8,1.0,113,4,2020-08-25T09:25:30Z,386.0,0.0,MIT License,cleardusk/3DDFA_V2,71.0,76579.0,2139.0,13.0,0.0,2022-05-08T09:51:40Z,https://github.com/cleardusk/3DDFA_V2,2139.0
9,1.0,49,4,2015-07-20T14:00:27Z,693.0,0.0,Not Found,minimaxir/facebook-page-post-scraper,60.0,1314.0,2085.0,0.0,0.0,2022-05-05T01:54:47Z,https://github.com/minimaxir/facebook-page-post-scraper,2085.0
10,1.0,864,103,2014-09-30T14:50:08Z,407.0,0.0,MIT License,sunscrapers/djoser,143.0,1468.0,2095.0,5.0,0.0,2022-05-09T14:32:29Z,https://github.com/sunscrapers/djoser,2095.0
11,1.0,305,54,2010-03-31T22:40:33Z,246.0,0.0,Other,ahupp/python-magic,31.0,1193.0,2091.0,0.0,0.0,2022-05-09T03:15:13Z,https://github.com/ahupp/python-magic,2091.0
12,1.0,1130,104,2014-07-21T17:06:12Z,221.0,0.0,Apache License 2.0,pantsbuild/pex,149.0,8569.0,2083.0,0.0,0.0,2022-05-09T16:14:59Z,https://github.com/pantsbuild/pex,2083.0
13,1.0,420,17,2015-12-04T10:32:46Z,750.0,0.0,MIT License,mhallsmoore/qstrader,107.0,819.0,2081.0,4.0,0.0,2022-05-09T15:32:15Z,https://github.com/mhallsmoore/qstrader,2081.0
14,1.0,1576,22,2016-10-26T15:34:48Z,251.0,0.0,GNU General Public License v2.0,python-security/pyt,23.0,3356.0,2081.0,17.0,0.0,2022-05-06T20:24:55Z,https://github.com/python-security/pyt,2081.0
15,1.0,73,2,2017-02-17T23:18:04Z,447.0,0.0,Apache License 2.0,kaonashi-tyc/zi2zi,51.0,46887.0,2094.0,9.0,0.0,2022-05-07T01:38:20Z,https://github.com/kaonashi-tyc/zi2zi,2094.0
16,1.0,41,4,2016-08-16T20:12:54Z,393.0,0.0,MIT License,paarthneekhara/text-to-image,46.0,6325.0,2086.0,4.0,0.0,2022-05-09T00:18:35Z,https://github.com/paarthneekhara/text-to-image,2086.0
17,1.0,151,26,2017-01-17T16:18:39Z,464.0,0.0,Not Found,ctfs/write-ups-2017,3054.0,141635.0,2075.0,1.0,0.0,2022-05-07T11:07:33Z,https://github.com/ctfs/write-ups-2017,2075.0
18,1.0,99,6,2019-03-11T03:56:03Z,303.0,0.0,MIT License,megvii-research/ICCV2019-LearningToPaint,0.0,19138.0,2087.0,5.0,0.0,2022-05-09T13:07:27Z,https://github.com/megvii-research/ICCV2019-LearningToPaint,2087.0
19,1.0,683,30,2017-03-06T08:00:18Z,103.0,0.0,MIT License,jendrikseipp/vulture,23.0,642.0,2094.0,2.0,159.0,2022-05-09T12:30:54Z,https://github.com/jendrikseipp/vulture,2094.0
20,1.0,154,8,2019-04-01T10:12:34Z,245.0,0.0,Apache License 2.0,daquexian/onnx-simplifier,72.0,288.0,2082.0,0.0,166.0,2022-05-09T16:40:16Z,https://github.com/daquexian/onnx-simplifier,2082.0
