,allow_forking,commit_count,contributor_count,created_at,forks,github_pages,license,name,open_issues,size,star_count,topics_count,total_issue_count,updated_at,url,watchers_count
0,1.0,39,7,2018-08-21T20:03:58Z,79.0,0.0,Apache License 2.0,rbgirshick/yacs,26.0,60.0,947.0,4.0,34.0,2022-05-06T06:25:39Z,https://github.com/rbgirshick/yacs,947.0
1,1.0,6028,710,2019-08-31T15:46:03Z,414.0,0.0,"BSD 2-Clause ""Simplified"" License",pygments/pygments,389.0,24680.0,937.0,2.0,0.0,2022-05-09T14:38:41Z,https://github.com/pygments/pygments,937.0
2,1.0,156,8,2017-07-18T07:24:15Z,47.0,0.0,MIT License,RaRe-Technologies/bounter,16.0,422.0,934.0,0.0,0.0,2022-05-01T08:59:36Z,https://github.com/RaRe-Technologies/bounter,934.0
3,1.0,2763,45,2015-03-30T21:24:17Z,93.0,0.0,Other,standardebooks/tools,5.0,50884.0,935.0,4.0,0.0,2022-05-08T21:09:56Z,https://github.com/standardebooks/tools,935.0
4,1.0,1053,34,2013-08-13T21:14:12Z,108.0,0.0,GNU General Public License v3.0,ZeroQI/Hama.bundle,9.0,2310.0,938.0,4.0,0.0,2022-05-08T10:47:46Z,https://github.com/ZeroQI/Hama.bundle,938.0
5,1.0,433,42,2014-03-04T17:31:17Z,241.0,0.0,MIT License,GeospatialPython/pyshp,16.0,2999.0,937.0,0.0,0.0,2022-05-08T23:08:32Z,https://github.com/GeospatialPython/pyshp,937.0
6,1.0,734,24,2013-02-11T19:34:58Z,175.0,0.0,Apache License 2.0,Netflix/aminator,25.0,864.0,930.0,0.0,0.0,2022-05-08T21:19:04Z,https://github.com/Netflix/aminator,930.0
7,1.0,127,5,2018-07-20T16:33:48Z,347.0,0.0,MIT License,sngyai/Sequoia,12.0,22098.0,964.0,7.0,0.0,2022-05-09T14:17:00Z,https://github.com/sngyai/Sequoia,964.0
8,1.0,113,14,2019-09-06T21:02:45Z,332.0,0.0,Apache License 2.0,streamlit/demo-self-driving,1.0,14262.0,934.0,0.0,0.0,2022-05-07T07:37:29Z,https://github.com/streamlit/demo-self-driving,934.0
9,1.0,272,37,2015-04-11T00:18:05Z,104.0,0.0,Apache License 2.0,pytest-dev/pytest-asyncio,31.0,254.0,939.0,0.0,0.0,2022-05-09T03:28:51Z,https://github.com/pytest-dev/pytest-asyncio,939.0
10,1.0,2032,69,2011-12-04T15:46:17Z,176.0,0.0,Other,m-labs/migen,51.0,3140.0,934.0,0.0,0.0,2022-05-04T10:39:20Z,https://github.com/m-labs/migen,934.0
11,1.0,86,7,2017-05-05T02:53:01Z,168.0,0.0,The Unlicense,vesche/scanless,2.0,288.0,940.0,5.0,0.0,2022-05-06T05:47:57Z,https://github.com/vesche/scanless,940.0
12,1.0,20,4,2020-03-06T08:40:27Z,108.0,0.0,Other,EvgenyKashin/stylegan2-distillation,1.0,46473.0,941.0,0.0,0.0,2022-05-08T17:13:23Z,https://github.com/EvgenyKashin/stylegan2-distillation,941.0
13,1.0,13,,2016-10-12T12:43:14Z,423.0,0.0,MIT License,flyyufelix/cnn_finetune,33.0,36.0,929.0,0.0,0.0,2022-04-28T09:23:58Z,https://github.com/flyyufelix/cnn_finetune,929.0
14,1.0,1914,36,2017-07-14T10:41:28Z,58.0,0.0,GNU General Public License v3.0,geigi/cozy,57.0,39682.0,931.0,12.0,315.0,2022-05-05T19:28:58Z,https://github.com/geigi/cozy,931.0
15,1.0,124,12,2017-04-16T04:03:59Z,257.0,0.0,MIT License,lzjun567/zhihu-api,27.0,337.0,930.0,3.0,25.0,2022-05-09T16:21:47Z,https://github.com/lzjun567/zhihu-api,930.0
16,1.0,172,3,2020-03-09T05:11:11Z,74.0,0.0,MIT License,turtlesoupy/this-word-does-not-exist,13.0,38769.0,943.0,6.0,45.0,2022-05-05T18:20:49Z,https://github.com/turtlesoupy/this-word-does-not-exist,943.0
17,1.0,11,2,2019-03-21T09:28:47Z,159.0,0.0,MIT License,huggingface/pytorch-pretrained-BigGAN,13.0,340.0,937.0,7.0,14.0,2022-05-06T01:19:28Z,https://github.com/huggingface/pytorch-pretrained-BigGAN,937.0
18,1.0,107,7,2014-05-14T20:44:55Z,214.0,0.0,Not Found,secretsquirrel/BDFProxy,2.0,182.0,931.0,6.0,0.0,2022-05-09T12:24:02Z,https://github.com/secretsquirrel/BDFProxy,931.0
19,1.0,48,2,2018-10-30T23:24:51Z,206.0,0.0,MIT License,oscarknagg/few-shot,29.0,16934.0,950.0,8.0,39.0,2022-05-09T14:50:39Z,https://github.com/oscarknagg/few-shot,950.0
20,1.0,2099,117,2014-07-09T10:24:30Z,950.0,0.0,GNU General Public License v3.0,frappe/bench,76.0,31384.0,928.0,5.0,590.0,2022-05-09T11:51:32Z,https://github.com/frappe/bench,928.0
21,1.0,284,27,2017-02-15T10:25:36Z,229.0,0.0,MIT License,InstaPy/instagram-profilecrawl,4.0,13312.0,929.0,9.0,113.0,2022-05-02T13:09:09Z,https://github.com/InstaPy/instagram-profilecrawl,929.0
22,1.0,363,25,2011-09-19T18:14:14Z,156.0,0.0,Not Found,openpaperwork/pyocr,18.0,2450.0,928.0,9.0,70.0,2022-05-07T06:15:33Z,https://github.com/openpaperwork/pyocr,928.0
23,1.0,144,3,2018-03-17T06:33:33Z,223.0,0.0,MIT License,alichtman/stronghold,9.0,15933.0,928.0,8.0,49.0,2022-05-06T15:22:33Z,https://github.com/alichtman/stronghold,928.0
24,1.0,210,18,2016-07-11T23:00:06Z,537.0,0.0,GNU General Public License v3.0,OWASP/QRLJacking,14.0,2949.0,964.0,0.0,147.0,2022-05-08T08:29:32Z,https://github.com/OWASP/QRLJacking,964.0
25,1.0,139,25,2011-09-19T20:39:04Z,75.0,0.0,Apache License 2.0,Cue/scales,15.0,134.0,927.0,0.0,17.0,2022-03-07T03:07:00Z,https://github.com/Cue/scales,927.0
26,1.0,6888,73,2012-09-17T21:20:20Z,221.0,0.0,Other,flareteam/flare-game,66.0,858205.0,941.0,2.0,379.0,2022-05-07T07:36:55Z,https://github.com/flareteam/flare-game,941.0
27,1.0,31,3,2016-11-10T15:59:55Z,410.0,0.0,Apache License 2.0,handcraftsman/GeneticAlgorithmsWithPython,3.0,126.0,962.0,0.0,8.0,2022-05-06T06:14:53Z,https://github.com/handcraftsman/GeneticAlgorithmsWithPython,962.0
28,1.0,46,5,2016-11-24T06:53:11Z,304.0,0.0,MIT License,yenchenlin/pix2pix-tensorflow,28.0,21844.0,926.0,0.0,28.0,2022-05-08T10:48:32Z,https://github.com/yenchenlin/pix2pix-tensorflow,926.0
29,1.0,25,3,2018-07-23T09:00:55Z,359.0,0.0,Not Found,yangxudong/deeplearning,16.0,67079.0,934.0,0.0,24.0,2022-05-08T08:21:08Z,https://github.com/yangxudong/deeplearning,934.0
30,1.0,88,7,2020-11-20T08:22:58Z,193.0,0.0,Not Found,lobuhi/byp4xx,7.0,2391.0,933.0,0.0,12.0,2022-05-09T19:20:20Z,https://github.com/lobuhi/byp4xx,933.0
31,1.0,114,3,2013-04-25T18:42:38Z,43.0,0.0,Not Found,mothran/bunny,6.0,360.0,927.0,0.0,9.0,2022-04-04T15:08:38Z,https://github.com/mothran/bunny,927.0
32,1.0,102,2,2017-11-01T18:27:51Z,253.0,0.0,MIT License,kazuto1011/deeplab-pytorch,4.0,94830.0,935.0,6.0,88.0,2022-05-05T14:06:00Z,https://github.com/kazuto1011/deeplab-pytorch,935.0
33,1.0,499,29,2017-09-02T19:21:56Z,237.0,0.0,GNU General Public License v3.0,kevthehermit/PasteHunter,16.0,292.0,933.0,0.0,85.0,2022-05-04T07:12:10Z,https://github.com/kevthehermit/PasteHunter,933.0
34,1.0,1660,26,2016-04-28T15:40:49Z,101.0,1.0,Apache License 2.0,indigo-dc/udocker,29.0,5221.0,932.0,16.0,179.0,2022-05-07T11:55:08Z,https://github.com/indigo-dc/udocker,932.0
