,allow_forking,commit_count,contributor_count,created_at,forks,github_pages,license,name,open_issues,size,star_count,topics_count,total_issue_count,updated_at,url,watchers_count
0,1.0,152,9,2016-11-14T01:18:11Z,2224.0,0.0,Not Found,luyishisi/Anti-Anti-Spider,23.0,150743.0,7006.0,3.0,32.0,2022-05-26T08:23:07Z,https://github.com/luyishisi/Anti-Anti-Spider,7006.0
1,1.0,10887,365,2014-04-30T14:38:28Z,3291.0,0.0,Other,monero-project/monero,482.0,177161.0,7000.0,10.0,2659.0,2022-05-25T23:00:47Z,https://github.com/monero-project/monero,7000.0
2,1.0,140,25,2013-04-23T19:32:02Z,954.0,0.0,MIT License,gelstudios/gitfiti,24.0,153.0,7005.0,8.0,42.0,2022-05-26T05:34:17Z,https://github.com/gelstudios/gitfiti,7005.0
3,1.0,1433,179,2011-04-05T00:33:23Z,1267.0,0.0,Other,mqttjs/MQTT.js,323.0,2279.0,7032.0,4.0,975.0,2022-05-25T11:36:54Z,https://github.com/mqttjs/MQTT.js,7032.0
4,1.0,815,54,2016-05-18T09:34:05Z,1066.0,0.0,Other,smallnest/rpcx,13.0,28021.0,7004.0,6.0,582.0,2022-05-26T10:30:20Z,https://github.com/smallnest/rpcx,7004.0
5,1.0,1276,136,2016-06-29T20:35:24Z,1457.0,0.0,MIT License,ThreeMammals/Ocelot,574.0,4381.0,7014.0,11.0,1021.0,2022-05-26T02:58:26Z,https://github.com/ThreeMammals/Ocelot,7014.0
6,1.0,1228,110,2013-04-24T05:18:44Z,780.0,0.0,Apache License 2.0,facebookarchive/xctool,9.0,9526.0,7000.0,0.0,463.0,2022-05-23T06:27:53Z,https://github.com/facebookarchive/xctool,7000.0
7,1.0,23,4,2018-02-18T13:18:52Z,328.0,0.0,Other,teh-cmc/go-internals,11.0,129.0,7003.0,4.0,19.0,2022-05-26T09:47:41Z,https://github.com/teh-cmc/go-internals,7003.0
8,1.0,1012,85,2020-04-27T14:37:27Z,2283.0,0.0,MIT License,scaffold-eth/scaffold-eth,44.0,330185.0,7050.0,12.0,219.0,2022-05-26T10:27:12Z,https://github.com/scaffold-eth/scaffold-eth,7050.0
9,1.0,972,201,2018-06-25T13:16:21Z,607.0,1.0,"BSD 3-Clause ""New"" or ""Revised"" License",encode/starlette,52.0,3572.0,6999.0,5.0,599.0,2022-05-26T07:53:14Z,https://github.com/encode/starlette,6999.0
10,1.0,898,144,2013-08-05T13:45:31Z,1811.0,1.0,Other,workshopper/learnyounode,117.0,2921.0,7000.0,5.0,388.0,2022-05-25T18:17:40Z,https://github.com/workshopper/learnyounode,7000.0
11,1.0,1336,182,2014-07-07T23:49:12Z,964.0,0.0,"BSD 2-Clause ""Simplified"" License",cloudflare/cfssl,266.0,25755.0,6993.0,0.0,505.0,2022-05-26T10:25:29Z,https://github.com/cloudflare/cfssl,6993.0
12,1.0,333,23,2010-06-01T20:32:15Z,1111.0,0.0,Not Found,twitter-archive/snowflake,4.0,5265.0,7000.0,0.0,22.0,2022-05-26T07:16:37Z,https://github.com/twitter-archive/snowflake,7000.0
13,1.0,3586,237,2011-11-28T09:02:36Z,1577.0,0.0,MIT License,kivy/python-for-android,267.0,18463.0,6990.0,5.0,1202.0,2022-05-26T07:34:08Z,https://github.com/kivy/python-for-android,6990.0
14,1.0,292,15,2018-03-19T23:12:33Z,1944.0,0.0,MIT License,OlafenwaMoses/ImageAI,280.0,62255.0,7038.0,19.0,685.0,2022-05-25T16:11:33Z,https://github.com/OlafenwaMoses/ImageAI,7038.0
15,1.0,397,53,2017-05-21T10:16:15Z,1589.0,0.0,Apache License 2.0,ranaroussi/yfinance,456.0,969.0,7082.0,8.0,785.0,2022-05-26T02:32:32Z,https://github.com/ranaroussi/yfinance,7082.0
16,1.0,437,191,2018-01-01T22:30:20Z,506.0,0.0,Creative Commons Zero v1.0 Universal,bnb/awesome-developer-streams,4.0,1182.0,6991.0,9.0,11.0,2022-05-25T23:18:54Z,https://github.com/bnb/awesome-developer-streams,6991.0
17,1.0,1796,127,2014-05-09T14:43:33Z,2920.0,0.0,Creative Commons Zero v1.0 Universal,Mooophy/Cpp-Primer,196.0,1645.0,7003.0,1.0,257.0,2022-05-25T14:58:22Z,https://github.com/Mooophy/Cpp-Primer,7003.0
18,1.0,192,40,2019-01-25T00:39:39Z,6685.0,1.0,MIT License,github/personal-website,192.0,911.0,7014.0,0.0,0.0,2022-05-26T04:28:48Z,https://github.com/github/personal-website,7014.0
19,1.0,4067,292,2011-07-05T23:44:11Z,2108.0,1.0,Apache License 2.0,swagger-api/swagger-core,674.0,16245.0,6985.0,8.0,2663.0,2022-05-24T18:06:41Z,https://github.com/swagger-api/swagger-core,6985.0
20,1.0,372,23,2014-02-08T19:19:14Z,502.0,0.0,MIT License,expressjs/morgan,18.0,242.0,7001.0,4.0,167.0,2022-05-25T09:03:43Z,https://github.com/expressjs/morgan,7001.0
21,1.0,24921,239,2015-02-16T22:49:48Z,1441.0,0.0,MIT License,spyder-ide/spyder,1198.0,113976.0,6990.0,10.0,14468.0,2022-05-26T07:21:23Z,https://github.com/spyder-ide/spyder,6990.0
22,1.0,916,87,2022-04-17T12:43:46Z,2600.0,0.0,GNU Affero General Public License v3.0,Grasscutters/Grasscutter,88.0,35072.0,7026.0,3.0,480.0,2022-05-26T10:49:29Z,https://github.com/Grasscutters/Grasscutter,7026.0
23,1.0,534,48,2019-04-04T20:44:54Z,362.0,1.0,MIT License,kognise/water.css,27.0,1879.0,6986.0,5.0,119.0,2022-05-26T06:30:14Z,https://github.com/kognise/water.css,6986.0
24,1.0,775,108,2017-12-11T21:51:02Z,368.0,0.0,MIT License,developit/microbundle,73.0,1914.0,6998.0,7.0,509.0,2022-05-26T08:19:47Z,https://github.com/developit/microbundle,6998.0
25,1.0,3488,39,2015-09-21T17:30:53Z,1724.0,0.0,Other,n1nj4sec/pupy,168.0,31014.0,7026.0,17.0,688.0,2022-05-26T11:03:26Z,https://github.com/n1nj4sec/pupy,7026.0
26,1.0,1765,42,2014-11-09T08:30:01Z,402.0,0.0,MIT License,deepstreamIO/deepstream.io,6.0,10479.0,6978.0,9.0,736.0,2022-05-25T05:22:15Z,https://github.com/deepstreamIO/deepstream.io,6978.0
27,1.0,13491,161,2014-06-27T11:10:38Z,1972.0,1.0,Other,robotframework/robotframework,231.0,135711.0,6987.0,8.0,3791.0,2022-05-26T10:09:09Z,https://github.com/robotframework/robotframework,6987.0
28,1.0,162,24,2019-05-30T05:24:11Z,1436.0,0.0,Apache License 2.0,lukemelas/EfficientNet-PyTorch,147.0,1172.0,6971.0,4.0,276.0,2022-05-26T07:58:12Z,https://github.com/lukemelas/EfficientNet-PyTorch,6971.0
29,1.0,3524,141,2013-10-03T14:50:25Z,801.0,0.0,MIT License,Turfjs/turf,239.0,48933.0,7038.0,6.0,1438.0,2022-05-26T07:58:12Z,https://github.com/Turfjs/turf,7038.0
30,1.0,1973,147,2018-02-06T17:47:31Z,552.0,1.0,Apache License 2.0,apple/swift-nio,165.0,47837.0,6976.0,10.0,582.0,2022-05-26T01:43:54Z,https://github.com/apple/swift-nio,6976.0
31,1.0,421,47,2012-02-21T22:51:27Z,1264.0,1.0,Not Found,morrisjs/morris.js,326.0,1505.0,6970.0,0.0,614.0,2022-05-20T04:40:04Z,https://github.com/morrisjs/morris.js,6970.0
32,1.0,167,9,2016-11-24T12:07:24Z,12.0,0.0,Other,phar-io/manifest,1.0,228.0,7007.0,0.0,7.0,2022-05-25T12:43:57Z,https://github.com/phar-io/manifest,7007.0
33,1.0,108,14,2015-02-14T11:25:51Z,1367.0,0.0,Apache License 2.0,ogaclejapan/SmartTabLayout,126.0,14671.0,6972.0,3.0,284.0,2022-05-26T06:15:56Z,https://github.com/ogaclejapan/SmartTabLayout,6972.0
34,1.0,321,18,2009-11-05T05:02:08Z,47.0,0.0,Other,sebastianbergmann/php-file-iterator,1.0,26607.0,7003.0,0.0,32.0,2022-05-25T12:43:58Z,https://github.com/sebastianbergmann/php-file-iterator,7003.0
35,1.0,803,147,2013-08-30T21:27:54Z,4513.0,1.0,MIT License,Eonasdan/tempus-dominus,17.0,6802.0,6964.0,5.0,1943.0,2022-05-25T13:17:52Z,https://github.com/Eonasdan/tempus-dominus,6964.0
36,1.0,3193,52,2017-04-15T05:57:53Z,3186.0,0.0,GNU General Public License v3.0,xmrig/xmrig,412.0,12728.0,6978.0,9.0,2415.0,2022-05-25T23:54:55Z,https://github.com/xmrig/xmrig,6978.0
37,1.0,5617,112,2018-08-02T17:56:45Z,701.0,1.0,GNU General Public License v3.0,mindsdb/mindsdb,55.0,165635.0,6978.0,15.0,924.0,2022-05-26T09:43:50Z,https://github.com/mindsdb/mindsdb,6978.0
38,1.0,217,8,2015-08-31T09:28:49Z,2597.0,0.0,GNU General Public License v3.0,kevin-wayne/algs4,20.0,1652.0,6964.0,0.0,60.0,2022-05-25T00:05:34Z,https://github.com/kevin-wayne/algs4,6964.0
39,1.0,819,24,2014-03-30T03:59:15Z,621.0,0.0,MIT License,utom/sketch-measure,410.0,11083.0,6964.0,5.0,650.0,2022-05-25T01:07:48Z,https://github.com/utom/sketch-measure,6964.0
40,1.0,282,38,2017-08-28T09:09:37Z,1563.0,1.0,MIT License,ustbhuangyi/vue-analysis,56.0,11499.0,6964.0,0.0,43.0,2022-05-26T08:41:27Z,https://github.com/ustbhuangyi/vue-analysis,6964.0
41,1.0,98542,2155,2012-09-26T22:57:43Z,3301.0,1.0,Other,CleverRaven/Cataclysm-DDA,2854.0,4457276.0,6962.0,5.0,20817.0,2022-05-26T10:43:01Z,https://github.com/CleverRaven/Cataclysm-DDA,6962.0
42,1.0,7741,43,2011-12-15T21:47:50Z,1422.0,0.0,Other,jsplumb/jsplumb,110.0,114080.0,6958.0,4.0,1010.0,2022-05-23T06:50:17Z,https://github.com/jsplumb/jsplumb,6958.0
43,1.0,1458,140,2016-08-19T03:43:56Z,704.0,0.0,Apache License 2.0,fission/fission,205.0,118481.0,6963.0,14.0,913.0,2022-05-26T09:15:27Z,https://github.com/fission/fission,6963.0
44,1.0,1979,136,2018-08-07T05:01:21Z,599.0,1.0,Not Found,sunface/rust-course,19.0,10081.0,6971.0,17.0,112.0,2022-05-26T09:45:10Z,https://github.com/sunface/rust-course,6971.0
45,1.0,54585,1214,2015-10-04T12:52:39Z,809.0,0.0,Other,motioneye-project/motioneyeos,729.0,226092.0,6995.0,0.0,2836.0,2022-05-26T08:46:53Z,https://github.com/motioneye-project/motioneyeos,6995.0
46,1.0,510,70,2011-07-11T21:36:46Z,2075.0,0.0,Not Found,DevinVinson/WordPress-Plugin-Boilerplate,139.0,824.0,6988.0,0.0,370.0,2022-05-26T07:32:40Z,https://github.com/DevinVinson/WordPress-Plugin-Boilerplate,6988.0
47,1.0,48,6,2016-12-20T12:26:11Z,1551.0,1.0,Not Found,chvin/react-tetris,7.0,4319.0,6959.0,4.0,26.0,2022-05-26T09:17:21Z,https://github.com/chvin/react-tetris,6959.0
48,1.0,944,107,2011-01-24T13:19:19Z,1324.0,0.0,Apache License 2.0,json-path/JsonPath,285.0,2563.0,7005.0,0.0,506.0,2022-05-26T07:04:12Z,https://github.com/json-path/JsonPath,7005.0
49,1.0,62,3,2019-05-14T08:07:50Z,211.0,0.0,GNU General Public License v3.0,seemoo-lab/opendrop,22.0,168.0,6959.0,5.0,79.0,2022-05-25T19:15:25Z,https://github.com/seemoo-lab/opendrop,6959.0
50,1.0,98,11,2016-11-30T11:00:48Z,18.0,0.0,"BSD 3-Clause ""New"" or ""Revised"" License",phar-io/version,2.0,132.0,6989.0,0.0,16.0,2022-05-25T12:43:57Z,https://github.com/phar-io/version,6989.0
51,1.0,720,25,2020-06-15T14:16:13Z,204.0,0.0,ISC License,jart/cosmopolitan,55.0,98103.0,6949.0,12.0,210.0,2022-05-26T10:30:38Z,https://github.com/jart/cosmopolitan,6949.0
52,1.0,1254,76,2017-07-01T15:01:43Z,243.0,0.0,MIT License,FullHuman/purgecss,39.0,12765.0,6948.0,7.0,399.0,2022-05-26T08:19:39Z,https://github.com/FullHuman/purgecss,6948.0
53,1.0,100,26,2011-11-12T00:45:36Z,1261.0,0.0,"BSD 2-Clause ""Simplified"" License",tonymillion/Reachability,74.0,134.0,6946.0,4.0,132.0,2022-05-19T10:02:30Z,https://github.com/tonymillion/Reachability,6946.0
54,1.0,386,34,2013-09-05T23:09:57Z,512.0,1.0,MIT License,HubSpot/vex,55.0,3137.0,6944.0,0.0,211.0,2022-05-20T04:19:38Z,https://github.com/HubSpot/vex,6944.0
55,1.0,924,33,2018-03-13T21:42:30Z,1197.0,0.0,Apache License 2.0,Jigsaw-Code/outline-client,312.0,426964.0,6943.0,9.0,0.0,2022-05-26T08:19:30Z,https://github.com/Jigsaw-Code/outline-client,6943.0
56,1.0,1124,66,2011-05-17T18:06:36Z,1270.0,1.0,MIT License,BlocksKit/BlocksKit,91.0,5860.0,6940.0,0.0,0.0,2022-05-24T05:55:35Z,https://github.com/BlocksKit/BlocksKit,6940.0
